"Name","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BsR","Fld","WAR","playerid"
"Casey Rasmus","1","1","0","0","0","0","0","0","0","0","0","0","0",".244",".288",".344",".632",".278","0.0","0.0","0.0","sa598550"
"Tyson Blaser","1","1","0","0","0","0","0","0","0","0","0","0","0",".231",".294",".330",".624",".278","0.0","0.0","0.0","sa546852"
"Luis Exposito","1","1","0","0","0","0","0","0","0","0","0","0","0",".221",".280",".346",".626",".278","0.0","0.0","0.0","4398"
"Jacob Realmuto","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".288",".337",".625",".278","0.0","0.0","0.0","sa548255"
"Wil Nieves","130","121","30","6","0","2","11","12","6","22","1","1","1",".248",".288",".346",".633",".278","-0.5","0.0","0.2","1556"
"Konrad Schmidt","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".283",".346",".630",".277","0.0","0.0","0.0","7178"
"Francisco Arcia","1","1","0","0","0","0","0","0","0","0","0","0","0",".227",".281",".346",".627",".277","0.0","0.0","0.0","sa455908"
"Chris Herrmann","170","152","34","7","1","2","16","15","15","36","1","2","1",".223",".293",".326",".619",".277","-0.1","-0.1","-0.2","9284"
"Adam Weisenburger","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".292",".326",".618",".277","0.0","0.0","0.0","sa546626"
"J.T. Wise","1","1","0","0","0","0","0","0","0","0","0","0","0",".214",".289",".329",".618",".277","0.0","0.0","0.0","sa505632"
"Jose Molina","286","259","60","12","1","4","27","26","20","61","2","3","1",".230",".290",".330",".620",".276","-1.2","0.7","0.7","25"
"Rob Johnson","32","29","6","1","0","1","3","3","3","6","0","0","0",".222",".287",".338",".624",".276","-0.1","-0.1","0.1","8029"
"Tucker Barnhart","1","1","0","0","0","0","0","0","0","0","0","0","0",".230",".293",".326",".619",".276","0.0","0.0","0.0","sa501601"
"Ryan Jenkins","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".285",".341",".625",".276","0.0","0.0","0.0","sa549876"
"Francisco Pena","1","1","0","0","0","0","0","0","0","0","0","0","0",".227",".276",".351",".627",".276","0.0","0.0","0.0","sa377672"
"Tuffy Gosewisch","52","48","11","3","0","1","5","5","3","9","1","0","0",".229",".277",".348",".625",".276","0.0","0.1","0.1","5277"
"Rene Rivera","32","30","7","1","0","1","3","3","2","6","0","0","0",".231",".282",".342",".624",".276","0.0","0.2","0.1","3648"
"Tyler Latorre","1","1","0","0","0","0","0","0","0","0","0","0","0",".218",".293",".324",".617",".276","0.0","0.0","0.0","sa326461"
"Alex Monsalve","1","1","0","0","0","0","0","0","0","0","0","0","0",".239",".282",".345",".627",".276","0.0","0.0","0.0","sa505988"
"Tomas Telis","1","1","0","0","0","0","0","0","0","0","0","0","0",".249",".279",".349",".629",".276","0.0","0.0","0.0","sa502798"
"Jose Felix","1","1","0","0","0","0","0","0","0","0","0","0","0",".247",".281",".346",".627",".276","0.0","0.0","0.0","sa447630"
"Brian Ward","1","1","0","0","0","0","0","0","0","0","0","0","0",".226",".295",".320",".615",".276","0.0","0.0","0.0","sa502524"
"Danny Lehmann","1","1","0","0","0","0","0","0","0","0","0","0","0",".221",".293",".321",".614",".276","0.0","0.0","0.0","sa389905"
"Federico Hernandez","1","1","0","0","0","0","0","0","0","0","0","0","0",".225",".278",".350",".628",".276","0.0","0.0","0.0","sa455662"
"Dayton Buller","1","1","0","0","0","0","0","0","0","0","0","0","0",".218",".290",".327",".618",".276","0.0","0.0","0.0","sa201467"
"Juan Castillo","1","1","0","0","0","0","0","0","0","0","0","0","0",".238",".287",".334",".621",".275","0.0","0.0","0.0","sa455720"
"Keith Castillo","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".287",".332",".619",".275","0.0","0.0","0.0","sa546820"
"Sean Ochinko","1","1","0","0","0","0","0","0","0","0","0","0","0",".226",".278",".342",".620",".275","0.0","0.0","0.0","sa501639"
"Chris Berset","1","1","0","0","0","0","0","0","0","0","0","0","0",".219",".286",".330",".616",".275","0.0","0.0","0.0","sa549458"
"Mark Wagner","1","1","0","0","0","0","0","0","0","0","0","0","0",".217",".284",".334",".618",".274","0.0","0.0","0.0","sa294138"
"Mitch Canham","1","1","0","0","0","0","0","0","0","0","0","0","0",".223",".297",".313",".610",".274","0.0","0.0","0.0","sa389920"
"Gorman Erickson","1","1","0","0","0","0","0","0","0","0","0","0","0",".208",".288",".323",".611",".274","0.0","0.0","0.0","sa327827"
"Joe Paciorek","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".288",".327",".615",".274","0.0","0.0","0.0","sa389764"
"Kris Watts","1","1","0","0","0","0","0","0","0","0","0","0","0",".212",".291",".316",".607",".274","0.0","0.0","0.0","sa327874"
"Saul Soto","1","1","0","0","0","0","0","0","0","0","0","0","0",".212",".282",".333",".614",".274","0.0","0.0","0.0","sa211076"
"Jacob Stallings","1","1","0","0","0","0","0","0","0","0","0","0","0",".216",".287",".323",".611",".273","0.0","0.0","0.0","sa526927"
"Dwight Childs","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".277",".342",".619",".273","0.0","0.0","0.0","sa502025"
"Chris Schaeffer","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".283",".332",".615",".273","0.0","0.0","0.0","sa546775"
"John Murrian","1","1","0","0","0","0","0","0","0","0","0","0","0",".223",".272",".347",".619",".273","0.0","0.0","0.0","sa501551"
"Kai Gronauer","1","1","0","0","0","0","0","0","0","0","0","0","0",".225",".281",".333",".615",".273","0.0","0.0","0.0","sa456436"
"Sebastian Valle","1","1","0","0","0","0","0","0","0","0","0","0","0",".226",".260",".364",".624",".273","0.0","0.0","0.0","sa455750"
"Daniel Rams","1","1","0","0","0","0","0","0","0","0","0","0","0",".213",".275",".340",".616",".273","0.0","0.0","0.0","sa390353"
"Jose Jimenez","1","1","0","0","0","0","0","0","0","0","0","0","0",".225",".285",".327",".612",".273","0.0","0.0","0.0","sa502566"
"Tyler Heineman","1","1","0","0","0","0","0","0","0","0","0","0","0",".231",".279",".335",".614",".272","0.0","0.0","0.0","sa658108"
"William Swanner","1","1","0","0","0","0","0","0","0","0","0","0","0",".210",".265",".352",".617",".272","0.0","0.0","0.0","sa549202"
"Adolfo Reina","1","1","0","0","0","0","0","0","0","0","0","0","0",".226",".270",".348",".619",".272","0.0","0.0","0.0","sa503320"
"James Mccann","1","1","0","0","0","0","0","0","0","0","0","0","0",".236",".279",".338",".616",".272","0.0","0.0","0.0","sa577015"
"Dan Rohlfing","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".291",".317",".608",".272","0.0","0.0","0.0","sa389665"
"Jan Vazquez","1","1","0","0","0","0","0","0","0","0","0","0","0",".218",".280",".332",".612",".272","0.0","0.0","0.0","sa501536"
"Matt Treanor","1","1","0","0","0","0","0","0","0","0","0","0","0",".206",".295",".305",".601",".272","0.0","0.0","0.0","2265"
"Sharif Othman","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".276",".340",".616",".271","0.0","0.0","0.0","sa578858"
"John Hicks","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".278",".336",".614",".271","0.0","0.0","0.0","sa546984"
"Roberto Perez","1","1","0","0","0","0","0","0","0","0","0","0","0",".205",".294",".302",".596",".271","0.0","0.0","0.0","sa328422"
"Austin Hedges","1","1","0","0","0","0","0","0","0","0","0","0","0",".225",".278",".334",".612",".271","0.0","0.0","0.0","sa597799"
"Miguel Gonzalez","1","1","0","0","0","0","0","0","0","0","0","0","0",".230",".284",".325",".609",".271","0.0","0.0","0.0","4049"
"Eric Sim","1","1","0","0","0","0","0","0","0","0","0","0","0",".225",".279",".330",".609",".271","0.0","0.0","0.0","sa549774"
"Michael Blanke","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".275",".337",".612",".271","0.0","0.0","0.0","sa549125"
"Jesus Sucre","33","30","7","1","0","0","3","3","2","4","0","0","0",".241",".286",".324",".610",".270","0.0","0.0","0.0","5942"
"Brian Peacock","1","1","0","0","0","0","0","0","0","0","0","0","0",".221",".278",".332",".610",".270","0.0","0.0","0.0","sa289020"
"Cody Stanley","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".274",".340",".614",".270","0.0","0.0","0.0","sa526949"
"Braeden Schlehuber","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".270",".343",".613",".270","0.0","0.0","0.0","sa454529"
"Yovan Gonzalez","1","1","0","0","0","0","0","0","0","0","0","0","0",".233",".280",".328",".608",".270","0.0","0.0","0.0","sa502678"
"Michael Ohlman","1","1","0","0","0","0","0","0","0","0","0","0","0",".216",".284",".318",".602",".270","0.0","0.0","0.0","sa501614"
"Tim Kennelly","1","1","0","0","0","0","0","0","0","0","0","0","0",".229",".276",".336",".612",".269","0.0","0.0","0.0","sa293973"
"Alberto Rosario","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".281",".325",".606",".269","0.0","0.0","0.0","sa392748"
"Matt Wallach","1","1","0","0","0","0","0","0","0","0","0","0","0",".209",".290",".307",".597",".269","0.0","0.0","0.0","sa389937"
"Jeffrey Farnham","1","1","0","0","0","0","0","0","0","0","0","0","0",".219",".289",".308",".597",".269","0.0","0.0","0.0","sa502337"
"Carlos Paulino","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".283",".321",".603",".269","0.0","0.0","0.0","sa456100"
"Diomedes Lopez","1","1","0","0","0","0","0","0","0","0","0","0","0",".213",".275",".331",".606",".268","0.0","0.0","0.0","sa502962"
"Rodney Daal","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".272",".335",".607",".268","0.0","0.0","0.0","sa598817"
"Anthony Bemboom","1","1","0","0","0","0","0","0","0","0","0","0","0",".222",".272",".333",".606",".268","0.0","0.0","0.0","sa579274"
"Steven Lerud","20","17","4","1","0","0","2","2","2","5","0","0","0",".206",".287",".306",".593",".267","0.0","0.0","0.0","113"
"Miguel Del Castillo","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".278",".325",".603",".267","0.0","0.0","0.0","sa507265"
"Nick Mccoy","1","1","0","0","0","0","0","0","0","0","0","0","0",".218",".279",".322",".601",".267","0.0","0.0","0.0","sa546706"
"Sandy Leon","67","60","13","3","0","1","5","5","6","12","1","0","0",".218",".287",".310",".596",".267","0.0","-0.1","-0.3","5273"
"Ali Solis","1","1","0","0","0","0","0","0","0","0","0","0","0",".227",".268",".339",".606",".267","0.0","0.0","0.0","8848"
"Alejandro Segovia","1","1","0","0","0","0","0","0","0","0","0","0","0",".216",".273",".325",".598",".267","0.0","0.0","0.0","sa504965"
"Jack Murphy","1","1","0","0","0","0","0","0","0","0","0","0","0",".215",".270",".330",".600",".266","0.0","0.0","0.0","sa502520"
"Matt Pagnozzi","1","1","0","0","0","0","0","0","0","0","0","0","0",".217",".276",".320",".596",".266","0.0","0.0","0.0","6046"
"Mike Dowd","1","1","0","0","0","0","0","0","0","0","0","0","0",".232",".274",".328",".601",".265","0.0","0.0","0.0","sa578097"
"Beau Taylor","1","1","0","0","0","0","0","0","0","0","0","0","0",".218",".284",".306",".590",".265","0.0","0.0","0.0","sa577780"
"Kevin Plawecki","1","1","0","0","0","0","0","0","0","0","0","0","0",".227",".277",".319",".595",".265","0.0","0.0","0.0","sa621652"
"Jose Gonzalez","1","1","0","0","0","0","0","0","0","0","0","0","0",".218",".276",".318",".594",".265","0.0","0.0","0.0","sa456023"
"Matt Spring","1","1","0","0","0","0","0","0","0","0","0","0","0",".202",".259",".341",".599",".264","0.0","0.0","0.0","sa253802"
"Kyle Skipworth","1","1","0","0","0","0","0","0","0","0","0","0","0",".203",".258",".343",".601",".264","0.0","0.0","0.0","5298"
"Michael Brenly","1","1","0","0","0","0","0","0","0","0","0","0","0",".223",".276",".320",".596",".264","0.0","0.0","0.0","sa455866"
"Brian Jeroloman","1","1","0","0","0","0","0","0","0","0","0","0","0",".210",".290",".292",".582",".264","0.0","0.0","0.0","sa326780"
"Jake Jefferies","1","1","0","0","0","0","0","0","0","0","0","0","0",".222",".279",".314",".592",".264","0.0","0.0","0.0","sa454447"
"Ralph Henriquez","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".271",".326",".596",".264","0.0","0.0","0.0","sa290179"
"Zane Chavez","1","1","0","0","0","0","0","0","0","0","0","0","0",".215",".280",".306",".586",".264","0.0","0.0","0.0","sa628321"
"Jeff Howell","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".261",".338",".599",".263","0.0","0.0","0.0","sa291733"
"Nick Derba","1","1","0","0","0","0","0","0","0","0","0","0","0",".210",".277",".314",".590",".263","0.0","0.0","0.0","sa389430"
"Kevan Smith","1","1","0","0","0","0","0","0","0","0","0","0","0",".219",".269",".323",".593",".263","0.0","0.0","0.0","sa599392"
"Humberto Quintero","32","30","7","1","0","1","3","3","1","7","0","0","0",".226",".267",".333",".600",".263","-0.1","0.1","0.0","1824"
"Dashenko Ricardo","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".269",".326",".595",".263","0.0","0.0","0.0","sa455974"
"Gabriel Gutierrez","1","1","0","0","0","0","0","0","0","0","0","0","0",".222",".276",".312",".588",".263","0.0","0.0","0.0","sa286640"
"Craig Albernaz","1","1","0","0","0","0","0","0","0","0","0","0","0",".216",".277",".310",".587",".263","0.0","0.0","0.0","sa328612"
"Luis Juarez","1","1","0","0","0","0","0","0","0","0","0","0","0",".228",".267",".329",".595",".263","0.0","0.0","0.0","sa509384"
"Anderson De La Rosa","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".269",".324",".592",".262","0.0","0.0","0.0","sa254509"
"Mayobanex Acosta","1","1","0","0","0","0","0","0","0","0","0","0","0",".207",".265",".323",".588",".262","0.0","0.0","0.0","sa392849"
"Blake Forsythe","1","1","0","0","0","0","0","0","0","0","0","0","0",".199",".265",".322",".587",".262","0.0","0.0","0.0","sa548202"
"Jhonatan Solano","39","36","8","2","0","1","3","3","2","6","0","0","0",".226",".268",".325",".594",".261","0.0","-0.1","0.0","7515"
"Alex Lavisky","1","1","0","0","0","0","0","0","0","0","0","0","0",".213",".264",".326",".590",".261","0.0","0.0","0.0","sa548434"
"Mark Fleury","1","1","0","0","0","0","0","0","0","0","0","0","0",".199",".278",".300",".579",".261","0.0","0.0","0.0","sa501230"
"Omir Santos","1","1","0","0","0","0","0","0","0","0","0","0","0",".229",".265",".327",".592",".261","0.0","0.0","0.0","3583"
"Gilberto Galaviz","1","1","0","0","0","0","0","0","0","0","0","0","0",".229",".268",".323",".591",".260","0.0","0.0","0.0","sa597945"
"Chris Robinson","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".274",".311",".585",".260","0.0","0.0","0.0","3443"
"Carlos Rodriguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".200",".256",".331",".587",".260","0.0","0.0","0.0","sa509441"
"Blake Swihart","1","1","0","0","0","0","0","0","0","0","0","0","0",".226",".273",".312",".585",".260","0.0","0.0","0.0","sa597790"
"Danny Vicioso","1","1","0","0","0","0","0","0","0","0","0","0","0",".220",".263",".326",".589",".260","0.0","0.0","0.0","sa503860"
"Adan Amezcua","1","1","0","0","0","0","0","0","0","0","0","0","0",".213",".271",".309",".580",".260","0.0","0.0","0.0","sa195259"
"Mike Nickeas","1","1","0","0","0","0","0","0","0","0","0","0","0",".210",".277",".300",".577",".259","0.0","0.0","0.0","7419"
"Nick Rickles","1","1","0","0","0","0","0","0","0","0","0","0","0",".224",".262",".326",".588",".259","0.0","0.0","0.0","sa546837"
"Audry Perez","20","19","4","1","0","0","2","2","1","3","0","0","0",".220",".269",".312",".581",".259","0.0","0.0","0.0","9176"
"Brandon Bantz","1","1","0","0","0","0","0","0","0","0","0","0","0",".210",".270",".308",".578",".259","0.0","0.0","0.0","9442"
"Bryce Massanari","1","1","0","0","0","0","0","0","0","0","0","0","0",".210",".262",".322",".584",".259","0.0","0.0","0.0","sa502682"
"Eli Whiteside","1","1","0","0","0","0","0","0","0","0","0","0","0",".210",".268",".314",".582",".259","0.0","0.0","0.0","3536"
"Erick Rodriguez","1","1","0","0","0","0","0","0","0","0","0","0","0",".234",".272",".313",".584",".258","0.0","0.0","0.0","sa509641"
"Pierce Rankin","1","1","0","0","0","0","0","0","0","0","0","0","0",".205",".268",".311",".579",".258","0.0","0.0","0.0","sa549523"
"Carlton Tanabe","1","1","0","0","0","0","0","0","0","0","0","0","0",".217",".268",".313",".581",".258","0.0","0.0","0.0","sa502115"
"Zach Maggard","1","1","0","0","0","0","0","0","0","0","0","0","0",".207",".253",".332",".585",".257","0.0","0.0","0.0","sa526943"
